id,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles
771,Phthalimide,D34,85-41-6,147,O=C(N1)C2=CC=CC=C2C1=O,CO,Methanol,0.712000561,0.0312,O=C(N1)C2=CC=CC=C2C1=O.CO
772,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CO,Methanol,0.599927262,0.0208,NC1=CC(C)=CC=C1C.CO
773,"1-Bromo-3,5-dimethoxybenzene",Z55,20469-65-2,217,COC1=CC(OC)=CC(Br)=C1,CO,Methanol,0.762293488,0.0056,COC1=CC(OC)=CC(Br)=C1.CO
774,Dimethyl aminoterephthalate,Z32,5372-81-6,209,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.855944371,0.0048,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
775,"1,2,4,5-Tetrakis(bromomethyl) benzene","CB31, CB41",15442-91-8,445.7515987,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1,CO,Methanol,0.939803304,0.0339,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1.CO
776,"3,5-Dimethoxyaniline",Z3,10272-07-8,153,NC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.753012661,0.0586,NC1=CC(OC)=CC(OC)=C1.CO
777,"4,4'-Difluorobenzophenone",CJ19,345-92-6,218.0543213,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,Methanol,0.801634062,0.0048,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO
778,"thiophene-2,5-dicarbaldehyde",Z78,932-95-6,140,C1=C(SC(=C1)C=O)C=O,CO,Methanol,0.610769976,0.014,C1=C(SC(=C1)C=O)C=O.CO
779,Dimethyl 5-hydroxyisophthalate,Z44,13036-02-7,210,O=C(OC)C1=CC(O)=CC(C(OC)=O)=C1,CO,Methanol,0.955199973,0.0106,O=C(OC)C1=CC(O)=CC(C(OC)=O)=C1.CO
780,2-Bromoacetophenone,CJ57,2142-69-0,197.9680269,O=C(C1=CC=CC=C1)CBr,CO,Methanol,0.596641385,0.0131,O=C(C1=CC=CC=C1)CBr.CO
781,Sesamol,CJ74,533-31-3,138.12,C1OC2=C(O1)C=C(C=C2)O,CO,Methanol,0.756935048,0.0204,C1OC2=C(O1)C=C(C=C2)O.CO
782,"1,5-Diaminonaphthalene",CK5,2243-62-1,158,C1=CC2=C(C=CC=C2N)C(=C1)N,CO,Methanol,0.724125362,0.0107,C1=CC2=C(C=CC=C2N)C(=C1)N.CO
783,Dimethyl aminoterephthalate,Z32,5372-81-6,209,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.855944371,0.0252,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
784,2-AMINOBENZAMIDE,S168,88-68-6,136.15,NC(=O)c1ccccc1N,CO,Methanol,0.680324993,0.0219,NC(=O)c1ccccc1N.CO
785,2-AMINOBENZAMIDE,CK 16,88-68-6,136,C1=CC=C(C(=C1)C(=O)N)N,CO,Methanol,0.680325,0.0198,C1=CC=C(C(=C1)C(=O)N)N.CO
786,bis(4-hydroxyphenyl)methanone,Z46,611-99-4,214,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,CO,Methanol,0.917948418,0.0064,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2.CO
787,"3-NITROPHENOL, REAGENTPLUS, 99%",Z127,554-84-7,139,OC1=CC=CC([N+]([O-])=O)=C1,CO,Methanol,0.426770754,0.0507,OC1=CC=CC([N+]([O-])=O)=C1.CO
788,"1,3-dioxoisoindolin-2-yl cyclohexanecarboxylate",,,273.100108,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,CO,Methanol,0.925417205,0.0099,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3.CO
789,"2-bromo-1,3-dimethylbenzene",Z117,576-22-7,185,CC1=C(C(=CC=C1)C)Br,CO,Methanol,0.644251199,0.0504,CC1=C(C(=CC=C1)C)Br.CO
790,"1,3,5-Trichlorobenzene",Z161,108-70-3,181,C1=C(C=C(C=C1Cl)Cl)Cl,CO,Methanol,0.592608963,0.0287,C1=C(C=C(C=C1Cl)Cl)Cl.CO
791,2-Cyclohexenone,Z177,930-68-7,96,C1CC=CC(=O)C1,CO,Methanol,0.616557539,0.0207,C1CC=CC(=O)C1.CO
792,"2-AMINOPHENOL, 98%",D26,95-55-6,109,OC1=CC=CC=C1N,CO,Methanol,0.420379512,0.0558,OC1=CC=CC=C1N.CO
793,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CO,Methanol,0.155023414,0.0454,C1=CC=C(C=C1)N.CO
794,"1,8-DICHLOROANTHRAQUINONE, 97%",CE6,82-43-9,276,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,CO,Methanol,0.89547407,0.0011,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12.CO
795,,Z58,5372-81-6,209,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.855944371,0.0068,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
796,,Z42,7226-23-5,128,O=C1N(C)CCCN1C,CO,Methanol,0.602768188,0.0411,O=C1N(C)CCCN1C.CO
797,N-Phenylmaleimide,D41,941-69-5,173,O=C(N1C2=CC=CC=C2)C=CC1=O,CO,Methanol,0.703627286,0.0526,O=C(N1C2=CC=CC=C2)C=CC1=O.CO
798,(R)-(_)-2-Phenylglycinol,D39,56613-80-0,137,N[C@H](C1=CC=CC=C1)CO,CO,Methanol,0.826982718,0.0166,N[C@H](C1=CC=CC=C1)CO.CO
799,Thymol blue,CB111,76-61-9,466.59,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,CO,Methanol,1.04325689,0,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21.CO
800,,Z175,95-50-1,147,C1=CC=C(C(=C1)Cl)Cl,CO,Methanol,0.311837133,0.0133,C1=CC=C(C(=C1)Cl)Cl.CO
801,4-bromo-2-(4-bromopyridin-2-yl)pyridine,Z27,18511-71-2,313,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br,CO,Methanol,0.760744328,0.0218,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br.CO
802,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.898581928,0.004,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
803,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CO,Methanol,0.82357134,0.0046,CC1=CC(O)=C(C(C)C)C=C1.CO
804,Metformin Hydrochloride,"AP58, RB33",1115-70-4,165.0781231,CN(C)C(=N)N=C(N)N,CO,Methanol,0.96478856,0.0796,CN(C)C(=N)N=C(N)N.CO
805,6-Amino-3-bromo-2-methylpyridine,CB144,42753-71-9,185.9792603,CC1=NC(N)=CC=C1Br,CO,Methanol,0.597327749,0.0209,CC1=NC(N)=CC=C1Br.CO
806,"9-ANTHRACENEMETHANOL, 97%",D9,1468-95-7,208,OCc1c2ccccc2cc3ccccc13,CO,Methanol,0.893457868,0.0011,OCc1c2ccccc2cc3ccccc13.CO
807,"1H-Pyrrolo[2,3-b]pyridine-3-carboxylic acid",Z111,156270-06-3,162,C1=CC2=C(NC=C2C(=O)O)N=C1,CO,Methanol,0.845407237,0.0347,C1=CC2=C(NC=C2C(=O)O)N=C1.CO
808,"2,2,2-Trimethylpropionanilide",D36,61495-04-3,191,O=C(NC1=C(C)C=CC=C1)C(C)(C)C,CO,Methanol,0.963141518,0.0011,O=C(NC1=C(C)C=CC=C1)C(C)(C)C.CO
809,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CO,Methanol,0.286733041,0.0299,COC1=CC=C(Br)C=C1.CO
810,Di-p-tolylamine,D27,620-93-9,197,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,CO,Methanol,0.717574461,0.047,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1.CO
811,4-Benzoylbenzoic acid,Z106,611-95-0,226,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,CO,Methanol,0.935998879,0.039,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O.CO
812,PYRIMETHAMINE,AP23,58-14-0,248.0828741,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,Methanol,0.948935112,0.0087,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO
813,Nicotinamide,AP27,98-92-0,122,C1=CC(=CN=C1)C(=O)N,CO,Methanol,0.429846878,0.0246,C1=CC(=CN=C1)C(=O)N.CO
814,Sertraline hydrochloride,AP32,79559-97-0,342.69,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CO,Methanol,0.968027358,0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.CO
815,Thiamine hydrochloride (Vitamin B1),AP24,67-03-8,336.0578376,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,CO,Methanol,0.950325043,0,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1.CO
816,"3,4,5-TRIMETHYLPHENOL, 97%",CA5,527-54-8,137,Cc1cc(O)cc(C)c1C,CO,Methanol,0.894237445,0.0069,Cc1cc(O)cc(C)c1C.CO
817,,Z184,6837-24-7,167,C1CCC(CC1)N2CCCC2=O,CO,Methanol,0.903145873,0.0031,C1CCC(CC1)N2CCCC2=O.CO
818,4-Fluoroaniline,CJ64,371-40-4,111.0484274,NC1=CC=C(F)C=C1,CO,Methanol,0.240294917,0.0473,NC1=CC=C(F)C=C1.CO
819,,Z188,935-14-8,126,C#CC1=CC=C(C=C1)C#C,CO,Methanol,0.431872678,0.0172,C#CC1=CC=C(C=C1)C#C.CO
820,BIOTIN,CD1,58-85-5,244,OC(=O)CCCCC1SCC2NC(=O)NC12,CO,Methanol,0.950207268,0.0357,OC(=O)CCCCC1SCC2NC(=O)NC12.CO
821,,Z178,69113-59-3,229,C1=CC(=CC(=C1)I)C#N,CO,Methanol,0.368190043,0.0165,C1=CC(=CC(=C1)I)C#N.CO
822,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,CO,Methanol,0.908236685,0.0019,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.CO
823,"1-ADAMANTYLAMINE, 98%",CA4,768-94-5,151,NC12CC3CC(CC(C3)C1)C2,CO,Methanol,1.000296779,0.0118,NC12CC3CC(CC(C3)C1)C2.CO
824,Dipyridamole,AP5,58-32-2,504,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO,CO,Methanol,1.074014763,0.0002,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO.CO
825,"4-BROMOANILINE, 97%",CC3,106-40-1,170,Nc1ccc(Br)cc1,CO,Methanol,0.311629358,0.0598,Nc1ccc(Br)cc1.CO
826,PYRIMETHAMINE,AP23,58-14-0,248,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,Methanol,0.948935112,0.0004,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO
827,"4-AMINOPYRIDINE, 98%",D6,504-24-5,94,Nc1ccncc1,CO,Methanol,0.141910157,0.0154,Nc1ccncc1.CO
828,Bisphenol A,CR17,80-05-7,228.1150298,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O,CO,Methanol,0.935030704,0,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O.CO
829,"1,3-Dibenzoylbenzene",D29,3770-82-9,286,O=C(C1=CC(C(C2=CC=CC=C2)=O)=CC=C1)C3=CC=CC=C3,CO,Methanol,0.957815324,0.0044,O=C(C1=CC(C(C2=CC=CC=C2)=O)=CC=C1)C3=CC=CC=C3.CO
830,"4-amino-3,5-dimethylbenzonitrile",Z173,74896-24-5,146,CC1=CC(=CC(=C1N)C)C#N,CO,Methanol,0.841498586,0.0147,CC1=CC(=CC(=C1N)C)C#N.CO
831,Tenoxicam,RB34,59804-37-4,337.0190978,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,CO,Methanol,0.958611347,0.0006,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O.CO
832,,Z19,33524-31-1,168,COC1=CC=C(OC)C(CO)=C1,CO,Methanol,0.746282336,0.037,COC1=CC=C(OC)C(CO)=C1.CO
833,"1,2-Dimethoxybenzene",Z18,91-16-7,138,COC1=CC=CC=C1OC,CO,Methanol,0.453458484,0.0534,COC1=CC=CC=C1OC.CO
834,"3,6-Dichloropyridazine",CC1,141-30-0,147.9595034,ClC1=NN=C(Cl)C=C1,CO,Methanol,0.242270565,0.0552,ClC1=NN=C(Cl)C=C1.CO
835,,Z40,1074-24-4,263,CC1=CC(Br)=C(C)C=C1Br,CO,Methanol,0.841071432,0.0082,CC1=CC(Br)=C(C)C=C1Br.CO
836,Fluoxetine Hydrochloride,AP13,56296-78-7,345,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CO,Methanol,0.924534805,0.0015,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.CO
837,(R)-(?)-2-Phenylbutyric acid,CA154,938-79-4,164.2,CC[C@@H](C(=O)O)c1ccccc1,CO,Methanol,0.94352077,0.0004,CC[C@@H](C(=O)O)c1ccccc1.CO
838,"1,3,5-Trimethoxybenzene",CK30,621-23-8,168.0786442,COC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.775592549,0.0357,COC1=CC(OC)=CC(OC)=C1.CO
839,"3,4-Dimethoxyaniline",CC63,6315-89-5,153.0789786,NC1=CC=C(OC)C(OC)=C1,CO,Methanol,0.660943215,0.021,NC1=CC=C(OC)C(OC)=C1.CO
840,2-Amino-5-bromobenzoic acid,RB54,5794-88-7,216.03,C1=CC(=C(C=C1Br)C(=O)O)N,CO,Methanol,0.890919573,0.0313,C1=CC(=C(C=C1Br)C(=O)O)N.CO
841,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CO,Methanol,0.55968261,0.0036,OC1CCCC2=C1C=CC=C2.CO
842,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CO,Methanol,0.852889503,0.0624,CC1=CC(Br)=C(Br)C=C1C.CO
843,"1,4-dibromo-2,5-dimethoxybenzene",CB130,2674-34-2,293.8891037,COC1=C(Br)C=C(OC)C(Br)=C1,CO,Methanol,0.844212795,0.0076,COC1=C(Br)C=C(OC)C(Br)=C1.CO
844,"3-AMINOPHENOL, 98%",D7,591-27-5,109,Nc1cccc(O)c1,CO,Methanol,0.491060373,0.0221,Nc1cccc(O)c1.CO
845,,Z8,5779-95-3,134,O=CC1=CC(C)=CC(C)=C1,CO,Methanol,0.74333673,0.0388,O=CC1=CC(C)=CC(C)=C1.CO
846,4-Hydroxyindole,RSY94,2380-94-1,133.15,C1=CC2=C(C=CN2)C(=C1)O,CO,Methanol,0.669894131,0.0293,C1=CC2=C(C=CN2)C(=C1)O.CO
847,,Z162,99-99-0,137,CC1=CC=C(C=C1)[N+](=O)[O-],CO,Methanol,0.272051933,0.0275,CC1=CC=C(C=C1)[N+](=O)[O-].CO
848,4-iodotoluene,Z134,624-31-7,218,CC1=CC=C(C=C1)I,CO,Methanol,0.253683216,0.071,CC1=CC=C(C=C1)I.CO
849,BENZALDEHYDE,CM5,100-52-7,106.12,O=Cc1ccccc1,CO,Methanol,0.20902626,0.0219,O=Cc1ccccc1.CO
850,DL-Propranolol hydrochloride,AP2,318-98-9,295,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CO,Methanol,0.894131737,0.0002,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.CO
851,Menadione,AP28,58-27-5,172,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,CO,Methanol,0.729419952,0.0107,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O.CO
852,(R)-(?)-1-Indanol,CA170,697-64-3,134.0731649,O[C@@H]1CCC2=C1C=CC=C2,CO,Methanol,0.720411184,0.0254,O[C@@H]1CCC2=C1C=CC=C2.CO
853,isodrine,rb57,465-73-6,365,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,CO,Methanol,0.996897728,0,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl.CO
854,ANETHOL,Z156,4180-23-8,148,CC=CC1=CC=C(C=C1)OC,CO,Methanol,0.496887907,0.0259,CC=CC1=CC=C(C=C1)OC.CO
855,Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CO,Methanol,0.996174631,0,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C.CO
856,"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CO,Methanol,0.978401395,0,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F.CO
857,Tadalafil,CA114,171596-29-5,389.4,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,CO,Methanol,0.974805295,0,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O.CO
858,"1,3-dioxoisoindolin-2-yl adamantane-1-carboxylate",,,325.1314081,O=C(N(OC(C12CC3CC(CC(C2)C3)C1)=O)C4=O)C5=C4C=CC=C5,CO,Methanol,0.989499641,0.0002,O=C(N(OC(C12CC3CC(CC(C2)C3)C1)=O)C4=O)C5=C4C=CC=C5.CO
859,"4,5-dichlorophthalonitrile ",CP8,139152-08-2,195.9595034,N#CC1=CC(Cl)=C(Cl)C=C1C#N,CO,Methanol,0.735875932,0.0663,N#CC1=CC(Cl)=C(Cl)C=C1C#N.CO
860,Avobenzone Pharmaceutical Secondary Stan (Avobenzone),AP12,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CO,Methanol,0.913121475,0,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC.CO
861,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CO,Methanol,0.988205213,0.0005,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.CO
862,Histamine,CB45,51-45-6,111,C1=C(NC=N1)CCN,CO,Methanol,0.576654596,0.0322,C1=C(NC=N1)CCN.CO
863,4-AMINO-3-NITROBENZOIC ACID,Z148,1588-83-6,182,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N,CO,Methanol,0.791421326,0.0302,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N.CO
864,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.898581928,0.0105,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
865,"1,3,5-tris(4-carboxyphenyl)benzene",CA157,50446-44-1,438.43,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,CO,Methanol,1.050583691,0.0049,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1.CO
866,"4'-BROMOACETOPHENONE, 98%",D19,99-90-1,198,CC(=O)c1ccc(Br)cc1,CO,Methanol,0.584691158,0.03,CC(=O)c1ccc(Br)cc1.CO
867,Naphthol blue black,CO39,1064-48-8,616.0059066,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O,CO,Methanol,1.003294562,0,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O.CO
868,"2,5-Furandicarbaldehyde",RB2,823-82-5,124,C1=C(OC(=C1)C=O)C=O,CO,Methanol,0.557892661,0.015,C1=C(OC(=C1)C=O)C=O.CO
869,"5,5',6,6'-TETRAHYDROXY-3,3,3',3'-TETRAMETHYL-1,1'-SPIROBISINDANE",CL10,77-08-7,340.1674592,OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1,CO,Methanol,1.081920309,0,OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1.CO
870,TARTRAZINE,"fridge top, large acros bottle",1934-21-0,534.36,O=C1N(C2=CC=C(S(=O)(O)=O)C=C2)N=C(C(O)=O)C1N=NC3=CC=C(S(=O)(O)=O)C=C3,CO,Methanol,1.068529057,0,O=C1N(C2=CC=C(S(=O)(O)=O)C=C2)N=C(C(O)=O)C1N=NC3=CC=C(S(=O)(O)=O)C=C3.CO
871,Caffeine,AP19,58-08-2,194,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CO,Methanol,0.871448565,0.0111,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CO
872,4-chloroaniline,Z142,106-47-8,127,NC1=CC=C(Cl)C=C1,CO,Methanol,0.280709598,0.0351,NC1=CC=C(Cl)C=C1.CO
873,Thiacloprid,AP45,111988-49-9,252.023645,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,CO,Methanol,0.899212178,0.0087,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl.CO
874,Phloroglucinol,I4,108-73-6,126.11,Oc1cc(O)cc(O)c1,CO,Methanol,0.922645954,0.0075,Oc1cc(O)cc(O)c1.CO
875,"4-[3,5-bis(4-carboxyphenyl)phenyl]benzoic acid",Z80,50446-44-1,484,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,CO,Methanol,1.0505837,0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O.CO
876,Diisopropyl succinate,Z20,924-88-9,202,CC(C)OC(=O)CCC(=O)OC(C)C,CO,Methanol,0.867101026,0.007,CC(C)OC(=O)CCC(=O)OC(C)C.CO
877,"(1R,2S)-(-)-N-Methylephedrine",AP4,552-79-4,179.1310142,CC(C(C1=CC=CC=C1)O)N(C)C,CO,Methanol,0.897940868,0.0002,CC(C(C1=CC=CC=C1)O)N(C)C.CO
878,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CO,Methanol,0.952319266,0.0006,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CO
879,Anthranilic acid ,CR1,118-92-3,137.0476785,NC1=CC=CC=C1C(O)=O,CO,Methanol,0.793744044,0.0388,NC1=CC=CC=C1C(O)=O.CO
880,trans-4-Cyclohexyl-L-proline hydrochloride,D44,90657-55-9,233,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1,CO,Methanol,0.980530387,0.0947,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1.CO
881,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CO,Methanol,0.20772025,0.1125,COc1ncc(Br)cn1.CO
882,5-Fluoroisatin,CC67,443-69-6,165.02,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.764709942,0.0063,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
883,9-(2-Hydroxyethyl)anthracene,CA139,54060-73-0,222.1044651,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,CO,Methanol,0.958620101,0.0039,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13.CO
884,"1,5-Diaminonaphthalene",CK5,771-97-1,158.0843983,NC1=CC=CC2=C(N)C=CC=C12,CO,Methanol,0.724125361,0.0599,NC1=CC=CC2=C(N)C=CC=C12.CO
885,Diclofenac sodium salt,AP33,15307-79-6,316.9986282,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,CO,Methanol,1.012840879,0.0005,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O.CO
886,"4-NITROANISOLE, 97%",D21,100-17-4,153,COc1ccc(cc1)[N+]([O-])=O,CO,Methanol,0.288012534,0.0972,COc1ccc(cc1)[N+]([O-])=O.CO
887,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CO,Methanol,0.964152707,0,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CO
888,Oxolinic acid,RB41,14698-29-4,261.0637225,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CO,Methanol,1.010650309,0.0024,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O.CO
889,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CO,Methanol,0.915783888,0.0242,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CO
890,,Z28,91-44-1,231,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,CO,Methanol,0.917405667,0.0037,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1.CO
891,2-Aminopyridine,CP27,504-29-0,94,C1=CC=NC(=C1)N,CO,Methanol,0.126183838,0.0698,C1=CC=NC(=C1)N.CO
892,,Z176,454-92-2,190,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,CO,Methanol,0.92199418,0.0064,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O.CO
893,6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CO,Methanol,0.799815063,0.0181,O=C1NC2=C(C=CC(Br)=C2)C1.CO
894,4-chloroaniline,Z142,106-47-8,127,NC1=CC=C(Cl)C=C1,CO,Methanol,0.280709598,0.0578,NC1=CC=C(Cl)C=C1.CO
